 ,投稿日時,テキスト,URL,imp,リプライ数,RT数,いいね数,引用数,投稿アプリ,@,名前,自己紹介,フォロー数,フォロワー数,ツイート数,アカウント作成日,
,2025/12/07 12:26,持ってるノウハウ強力なのに、見せ方もったいない人多いなぁ🥹ぜんぜん関係ないモノを同じ土俵で戦わせるだけでいいのに。例えば、うちの娘がよくやるんだけど「ママ〜、チョコと娘ちゃんどっちが好き？」とかね。「え？食いもんと君を比べろっての？」ってなるやつ😂（この場合本人はシンプルに好きなモノ同士を比べてるつもりだろうけど笑）つまり、Aという手法を推したいなら、Aをアゲるために、ぜんぜん関係ない場所からザコいBという手法を引っ張ってきて発信で八百長試合させるべきってこと。これが仮想敵の考え方の1つ。あれ？いいすぎた？😇,https://twitter.com/miimo_writing/status/1997507899921490006,1947,1,0,33,3,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2025/12/06 12:05,【1つ前のポスト読んだフォロワーさん限定！】作業会やるなら…？,https://twitter.com/miimo_writing/status/1997140223504072954,1652,1,0,10,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/28 11:02,ここだけの話、して良いですか…今、コピーライティングの案件やってるんですけど、正直、コンテンツで100万売るよりも、自分が生み出したコピーに対して5000円の報酬が支払われて、そのコピーが世の中に流通することの方が嬉しいのかもしれない…！！！！😭😭😭,https://twitter.com/miimo_writing/status/2016331128710561861,1332,0,0,34,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/27 22:32,コンサルやってて1番困った衝撃ワード1位言ってもいい？↓「やればいいってことは、わかってるんですけどねえ…」💥💥💥！？！？！？稼ぎ方がわからん人が9割だと思ってたし、私がノウハウ求めるタイプだったから、1から100までやり方用意して、これ以上ないくらいぜんぶ整えて、これもう絶対喜んでくれるやろ！「今すぐやります！」って顔輝かせてくれるだろうな〜！と思ってルンルンで教えてたけど、、、どうやら、結果の出にくい人はノウハウじゃないところに問題抱えてるらしい。抽象的なマインドの話しかしないビジネス発信者が多い理由がわかった瞬間でした🥲,https://twitter.com/miimo_writing/status/2016142368156619164,1699,4,0,43,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/27 12:44,過激なこというけど、「子ども産んだら、保育園に預けて働きたい🥰🫶」↑こんなことを思っている母親なんてぶっちゃけ、いないと思ってる。かといって、子どもかかえた女性の再就職の難易度が鬼畜ゲーすぎるんだよな。だから、「泣く泣く復帰するしかない」というのが大半だと思う。しかし！！！✔︎復職しても時短（年収100万はさがる）✔︎かといって専門スキルもないから転職なんてまず無理（できても年収100万下がる）✔︎いったんやめて再就職を考える（結局再就職できで年収100万下がる）つまり、どう頑張っても年収100万下がる。笑さらに心理面でも追い討ち✔︎子どもと一緒にいたいのに離れる罪悪感✔︎働いても評価されない虚無感✔︎産後の母親は我慢するのが当たり前っていう風潮あと、時短で給料減らされて、帰っても休む暇なく家事してて、精神も収入も苦しいのに、会社では「先帰ってごめんなさい」ってスタンスじゃないと子持ち様と言われる。↑これ地味だけど復帰した時1番きつかった。我慢我慢我慢我慢。妥協妥協妥協妥協。ワーママの年収100万は下がるのに「我慢と妥協」しかない制度と文化、、、何回もいうけど、鬼畜すぎるってば😂ほんとはさ、育休からイヤイヤ復職するママたちの本音って、たいがいこうだと思う。↓━━━━━━━━━━━━━赤ちゃんの時期は、母親が満足するくらいの時間たっぷり子どもと過ごして、さすがにそろそろ離れたいって気持ちになるまで家でゆっくりほどよく仕事して、子どもが成長していくとともに自分のスキルつけながら、収入も右肩上がりになっていく働き方がいい…🥲━━━━━━━━━━━━━これって贅沢でもなんでもないし、本能的にも自然な欲求じゃないかと思う。でも悲しいことに会社員ルートにはこの条件を同時に満たす道が、ほぼ存在しない。だから、私は固定のやり方を収入の柱として取り入れたんだよね。,https://twitter.com/miimo_writing/status/2015994203466301597,1758,0,2,28,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/26 17:28,こないだ500万バズ出したから、大声で言います！！！！バズは売り上げに関係…ありません！！！！！んなことに時間使うより、大事なことがあります🥰コンテンツです。デジタル資産です。バズなんて1ミリも資産になりません。なのでコンテンツなのです。まず作る！そして売ってみる！もし、出してみて売れないなら…残念ながらそれは実力不足🥲デザインの下請けでも、ライターの下請けでも、低単価で時給300円でも、なんでもいいから、まずは働きながらネットで生きるための知識と技術を身につけること。大丈夫。私なんて小中高大と田舎の名もなき学校の名もなき主婦でしたが、今ではいつでもネットでお金作れるようになりました🥹🫶天才じゃなくてもできることしかやってません。それでも、ネットで家に引きこもりながら1000万以上作りました。やり方は固定のポストにすべて置いてます。ぜんぶ一通りくまなく見てたらネットで生きていくための知識は一通り付きます。特に、ノースキルの主婦は私のコンテンツ一択です。任してください👌,https://twitter.com/miimo_writing/status/2015703500177789066,1775,0,0,35,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/25 16:15,厳しいかもしれないですけど本音をいうと「あー、この人、絶対無理そうだな」っていう人には、とりあえず共感だけしておいて、オファーすらしません。「それは大変ですよね🥹」「きっと〇〇さんなら1人でできると思います！」といって流します。救えるのは、「救われる準備」ができてる人だけ。,https://twitter.com/miimo_writing/status/2015322540064006554,4405,1,1,51,3,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/24 18:36,晩御飯作りながら考えてたんですけど「もし月5万円でも自由に使えるお金があったら？」って思う人多いよね。結構頻繁に外食できるし子どもの習い事を増やしてもいいし美容院の前髪カットもケチらんでいいしてか、月5万くらいの安定収入だったら、知ってるか知らないかの差だけでいける🤫,https://twitter.com/miimo_writing/status/2014995590460092793,971,0,0,21,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/24 10:31,私も人間だし、承認欲求おばけなので、いいねとかコメントもらえるとやる気出ます☺️,https://twitter.com/miimo_writing/status/2014873536259625242,716,1,0,41,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 23:23,自分の知識が0っていう自覚がない人は私の発信見ちゃダメです！,https://twitter.com/miimo_writing/status/2014705634130993416,418,1,0,15,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 19:21,在宅ワークに憧れるけど自分には無理やろうなあ。だって・・・「専門スキルなんか1つもないし・・・」「履歴書にかけるのなんか、普通運転免許だけ（ペーパー）」「てか、パソコン苦手なんだよな〜」↑これぜんぶ当てはまってた。🥲そんな凡人おばさんの私ですが、今ではおうちに引きこもってても収入途切れないし、赤ちゃんと過ごす時間も大事にしたいから、好きな人と関わる仕事だけを選んでやってる☺️「無理」って決めつけてたのは、自分だったのかも。,https://twitter.com/miimo_writing/status/2014644674334753053,1436,1,0,26,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 00:52,オフ会とかどうせ私はいけないもんっ！！！！コミュ障だし！！！てか今は子どもいるから無理だしそもそも！！！って強がっては見るけど、やっぱり気になる。そんな人も少なくないと思います🥲大丈夫！私もできれば家にずっといたい派だし、オフ参加が絶対条件だったら𝕏運用もやりたくないwとはいえ、オフで会うと一気に距離縮まるし、これまでの人間関係の範囲外に出られるから行ける人はどんどんいけばいいと思う✨私は明日とあるミリオネア達と会う！出産後初めての数時間の外出！,https://twitter.com/miimo_writing/status/2014365446003364002,2969,1,0,46,1,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 21:42,会社に行かなくてよくなったら…朝5時に起きてウォーキングして、そのあとカフェのモーニングでエッグベネディクト食べながら読書して、別のカフェに移動してパソコンでちょっと仕事して、そんな生活できるなあ🥰って夢見てたけど、まず会社がないと朝5時になんて起きれないことに気づいた。,https://twitter.com/miimo_writing/status/2014317723044778425,605,3,0,19,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 17:05,悩んで迷って・・・やらない！！！！っていう選択するんだったら、その時間ほんとに無駄だよね🥲私もめちゃくちゃ悩む派だったけど、やる！！！！って決断するようになってからだいたいのことがうまくいきだした。,https://twitter.com/miimo_writing/status/2014248030141321662,454,1,0,17,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 16:45,こんなこと言うと、批判殺到するかもだけど🥹コンテンツ販売甘く見すぎてる人多いと思う。というか、さも、簡単そうに！誰でもできる、かのように！語ってる発信者が多すぎる！よくない！事実、コンテンツ作るのは、「テンプレパターン」さえ知っておけば、こんな凡人主婦でもぽんぽこ作れるので、簡単と言わざるを得ないです😇笑作るって、意外と誰でもできます。なんですが・・・！！！バッコバコ、それはもう毎日ピロンピロン次から次へと売れ続けるかどうかは、まったくの別問題。むしろ、そんな人は上位1％だと思っていいです。実際のところ、私だって完全に発信止めたらコンテンツなんて売れないです。売れるわけないです。だって誰にも見られないんだから😇つまり、もし、コンテンツができたとしても発信がへたっぴだったら誰にも見向きもされないってこと。だから、当たり前だけど、自分が上位1％に入る気満々で、売れてる人の発信とか、LINEやメルマガでどんな配信してるかどうかは血まなこで、隅々までチェックしておかないといけない。まあ、そんなことする人は100人いても1人いるかどうかだから、やり続けてるだけで勝てる世界とか言われるんだよね☺️さすがにやる気失わせちゃったかな🥹これ見て燃える人は変態だと思う。いい意味で。,https://twitter.com/miimo_writing/status/2014243022414999579,1513,1,1,36,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/22 09:41,こんなさっっっぶい日でも、朝5時とかに起きて7時に保育園送って、そこから1時間かけて職場に行くなんて…ごめん、もう一生考えられない！ぜったいに戻りたくない😭😭😭改めてワーママ勢はほんとうにすごいことをやってる。フルタイムだとこれが毎日。ほんとにお疲れさまです🙏私は6年くらいしか耐えられなかった。堪え性なしです。はい。でも、ワーママしながら、会社以外に固定の仕組みみたいな収入源作っておいて本当に良かったとは思う。残りの30年、寒い日は家に閉じこもり、朝は8時くらいに起きて、ゆるりと本を読みながら、細々と稼ぐ方に舵切れましたからね🥲,https://twitter.com/miimo_writing/status/2014136238111125948,794,0,0,12,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 17:19,子育てしながら𝕏で累計2000万くらい稼いだけど、最初の月5万作った時にやったことってこれだけ。👇①専門家になりきる✔︎とにかくプロになるために勉強する（私はライティング勉強しまくった）✔︎実績は点で切る（3日で/24時間で/48時間で）✔︎プロフは「実績＋専門＋フォローメリット＋一言ストーリー」※勉強中/初心者です は書かない（売り物にならんから）②ノウハウを8割ぶん投げる✔︎最初の1〜2ヶ月はマインド語らんでOK（自分の学びになる＆見る人増えて一石二鳥）✔︎教材/本/強者の投稿から学んだことを自分の言葉に言い換えて毎日出す✔︎自分が昔つまずいた悩み＝そのままネタ（リード文、長文、企画、プロフィール etc）③集客はアタック型でいい✔︎同業の発信者のフォロワーから探す（濃い層に当たる）✔︎1回5フォロー×1時間おき、合計1日30くらい目安※一気にやると凍結リスクあるから刻む④教育は未来の映像を見せる✔︎教育＝知識披露じゃなくて、関心度を上げること✔︎ベネフィットを具体シーンで語る例えば、家族旅行中に売れてたとかめっちゃ相談が来るとかありがとうって言われるとか「その未来、欲しくない？」をこすり回す⑤販売は商品を置くだけ✔︎とにかくまず商品を作らないと始まらん（服屋に服がない状態から脱却）✔︎最短ルートは教材2〜3個のごった煮→自分の体験を混ぜて独自化✔︎ファンができてればゴリ押ししなくても勝手に売れるけっこうシンプルですし。正直今でもこれ回してるだけ。ちなみに、もっと細かく「ポストは何をどう書くか」「プロフィールの型」「ノウハウの出し方テンプレ」こういうの丸ごと解説したやつメルマガ&LINEで無料公開してます。欲しい人は固定ポストのLINE登録して「マスター講座」って送ってみてください👋,https://twitter.com/miimo_writing/status/2013889176484356364,1159,0,1,32,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 10:28,やばばばばb起きたら500万インプって、どんだけ伸びるねん🤣例のポストのせいで、フォロワーが増えすぎております…！！この胡散草界隈で、今一番勢いがあるのは、間違いなく私です。「リプしたり引用して乗っかっておくと、もれなくインプ爆増して𝕏収益化できるかも？あなたの勢いもマシマシになるしお得ですよ🥰」っていう、よくあるエンゲージメント商法ってあるじゃないですか。でも実は、フォロワー数なんかよりも 100倍くらい売り上げに関係する「数値」があるんですよね。（あ、でもフォローしてもらえるのは普通にめちゃくちゃ嬉しいです。ありがとうございます☺️）実際のところ、インプとかフォロワー数をどれだけ必死に増やしても、ここが死んでたら売上1ミリも動きません。「フォロワー1万人いるけど、ぶっちゃけ生活はキビい…」 っていう発信者、裏では山ほど見てきました😐逆に、この「数」を伸ばす方法さえ知ってれば、少ないフォロワー数でもちゃんと「生活の土台」を支える収益は作れます。地道に、泥臭く、比較検証し続けた人だけが見える景色。 ちなみに、これ、なんの数値かわかる人いる？🙏固定ポスト見て勉強してる人は、だいたいわかると思う！正解だと思うものをリプ欄に書いてみてください👌,https://twitter.com/miimo_writing/status/2013785696759357801,1543,2,0,33,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/21 00:01,「あー、復帰したくない・・・この子の成長、1ミリも見逃したくない・・・」6年前、本気でそう思ってたけど、結局イヤイヤ会社に戻ったんですよね🥹あの頃の私、まじで情弱すぎた。会社に戻る以外に収入確保できる道があるなんて、知らなかったんだから。でも、今ならはっきり言える。コンテンツ販売を一通り回せるようになると 家でゴロゴロしながら稼ぐのは非常に簡単になります😇マジで。しかも、休みたい時に休める。子育ての合間の気分転換みたいな感じで働く。そんな嘘みたいな最強ルートがね、あるんですよ実は。最近さらに解像度上がってきて、ちょっとニヤけてます☺️固定ポストから情報流しますね。特に、育休から復帰したくない「復帰イヤイヤ期のママ」絶対チェックしといてください👌,https://twitter.com/miimo_writing/status/2013628020280696966,3358,2,2,30,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/20 18:50,超えられなかったフォロワー〇000人の壁100万バズのせいで超えてしまいそう…🥹,https://twitter.com/miimo_writing/status/2013549681578766701,2219,1,1,16,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/20 17:21,昼くらいまで1万インプくらいやったのに通知やべえ笑,https://twitter.com/miimo_writing/status/2013527371911959015,2191,3,0,18,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/28 11:02,ここだけの話、して良いですか…今、コピーライティングの案件やってるんですけど、正直、コンテンツで100万売るよりも、自分が生み出したコピーに対して5000円の報酬が支払われて、そのコピーが世の中に流通することの方が嬉しいのかもしれない…！！！！😭😭😭,https://twitter.com/miimo_writing/status/2016331128710561861,1332,0,0,34,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/27 22:32,コンサルやってて1番困った衝撃ワード1位言ってもいい？↓「やればいいってことは、わかってるんですけどねえ…」💥💥💥！？！？！？稼ぎ方がわからん人が9割だと思ってたし、私がノウハウ求めるタイプだったから、1から100までやり方用意して、これ以上ないくらいぜんぶ整えて、これもう絶対喜んでくれるやろ！「今すぐやります！」って顔輝かせてくれるだろうな〜！と思ってルンルンで教えてたけど、、、どうやら、結果の出にくい人はノウハウじゃないところに問題抱えてるらしい。抽象的なマインドの話しかしないビジネス発信者が多い理由がわかった瞬間でした🥲,https://twitter.com/miimo_writing/status/2016142368156619164,1699,4,0,43,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/27 12:44,過激なこというけど、「子ども産んだら、保育園に預けて働きたい🥰🫶」↑こんなことを思っている母親なんてぶっちゃけ、いないと思ってる。かといって、子どもかかえた女性の再就職の難易度が鬼畜ゲーすぎるんだよな。だから、「泣く泣く復帰するしかない」というのが大半だと思う。しかし！！！✔︎復職しても時短（年収100万はさがる）✔︎かといって専門スキルもないから転職なんてまず無理（できても年収100万下がる）✔︎いったんやめて再就職を考える（結局再就職できで年収100万下がる）つまり、どう頑張っても年収100万下がる。笑さらに心理面でも追い討ち✔︎子どもと一緒にいたいのに離れる罪悪感✔︎働いても評価されない虚無感✔︎産後の母親は我慢するのが当たり前っていう風潮あと、時短で給料減らされて、帰っても休む暇なく家事してて、精神も収入も苦しいのに、会社では「先帰ってごめんなさい」ってスタンスじゃないと子持ち様と言われる。↑これ地味だけど復帰した時1番きつかった。我慢我慢我慢我慢。妥協妥協妥協妥協。ワーママの年収100万は下がるのに「我慢と妥協」しかない制度と文化、、、何回もいうけど、鬼畜すぎるってば😂ほんとはさ、育休からイヤイヤ復職するママたちの本音って、たいがいこうだと思う。↓━━━━━━━━━━━━━赤ちゃんの時期は、母親が満足するくらいの時間たっぷり子どもと過ごして、さすがにそろそろ離れたいって気持ちになるまで家でゆっくりほどよく仕事して、子どもが成長していくとともに自分のスキルつけながら、収入も右肩上がりになっていく働き方がいい…🥲━━━━━━━━━━━━━これって贅沢でもなんでもないし、本能的にも自然な欲求じゃないかと思う。でも悲しいことに会社員ルートにはこの条件を同時に満たす道が、ほぼ存在しない。だから、私は固定のやり方を収入の柱として取り入れたんだよね。,https://twitter.com/miimo_writing/status/2015994203466301597,1758,0,2,28,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/26 17:28,こないだ500万バズ出したから、大声で言います！！！！バズは売り上げに関係…ありません！！！！！んなことに時間使うより、大事なことがあります🥰コンテンツです。デジタル資産です。バズなんて1ミリも資産になりません。なのでコンテンツなのです。まず作る！そして売ってみる！もし、出してみて売れないなら…残念ながらそれは実力不足🥲デザインの下請けでも、ライターの下請けでも、低単価で時給300円でも、なんでもいいから、まずは働きながらネットで生きるための知識と技術を身につけること。大丈夫。私なんて小中高大と田舎の名もなき学校の名もなき主婦でしたが、今ではいつでもネットでお金作れるようになりました🥹🫶天才じゃなくてもできることしかやってません。それでも、ネットで家に引きこもりながら1000万以上作りました。やり方は固定のポストにすべて置いてます。ぜんぶ一通りくまなく見てたらネットで生きていくための知識は一通り付きます。特に、ノースキルの主婦は私のコンテンツ一択です。任してください👌,https://twitter.com/miimo_writing/status/2015703500177789066,1775,0,0,35,1,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/25 16:15,厳しいかもしれないですけど本音をいうと「あー、この人、絶対無理そうだな」っていう人には、とりあえず共感だけしておいて、オファーすらしません。「それは大変ですよね🥹」「きっと〇〇さんなら1人でできると思います！」といって流します。救えるのは、「救われる準備」ができてる人だけ。,https://twitter.com/miimo_writing/status/2015322540064006554,4405,1,1,51,3,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/24 18:36,晩御飯作りながら考えてたんですけど「もし月5万円でも自由に使えるお金があったら？」って思う人多いよね。結構頻繁に外食できるし子どもの習い事を増やしてもいいし美容院の前髪カットもケチらんでいいしてか、月5万くらいの安定収入だったら、知ってるか知らないかの差だけでいける🤫,https://twitter.com/miimo_writing/status/2014995590460092793,971,0,0,21,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/24 10:31,私も人間だし、承認欲求おばけなので、いいねとかコメントもらえるとやる気出ます☺️,https://twitter.com/miimo_writing/status/2014873536259625242,716,1,0,41,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 23:23,自分の知識が0っていう自覚がない人は私の発信見ちゃダメです！,https://twitter.com/miimo_writing/status/2014705634130993416,418,1,0,15,0,Twitter for iPhone,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 19:21,在宅ワークに憧れるけど自分には無理やろうなあ。だって・・・「専門スキルなんか1つもないし・・・」「履歴書にかけるのなんか、普通運転免許だけ（ペーパー）」「てか、パソコン苦手なんだよな〜」↑これぜんぶ当てはまってた。🥲そんな凡人おばさんの私ですが、今ではおうちに引きこもってても収入途切れないし、赤ちゃんと過ごす時間も大事にしたいから、好きな人と関わる仕事だけを選んでやってる☺️「無理」って決めつけてたのは、自分だったのかも。,https://twitter.com/miimo_writing/status/2014644674334753053,1436,1,0,26,0,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
,2026/01/23 00:52,オフ会とかどうせ私はいけないもんっ！！！！コミュ障だし！！！てか今は子どもいるから無理だしそもそも！！！って強がっては見るけど、やっぱり気になる。そんな人も少なくないと思います🥲大丈夫！私もできれば家にずっといたい派だし、オフ参加が絶対条件だったら𝕏運用もやりたくないwとはいえ、オフで会うと一気に距離縮まるし、これまでの人間関係の範囲外に出られるから行ける人はどんどんいけばいいと思う✨私は明日とあるミリオネア達と会う！出産後初めての数時間の外出！,https://twitter.com/miimo_writing/status/2014365446003364002,2969,1,0,46,1,Twitter Web App,miimo_writing,みも,30代2児の母、ライティングのコンサルとか、コンテンツ販売とかで2000万くらいはいきました。今は赤ちゃん片手にパソコン叩いて、家でできる仕事を細々としてます。私がやってきたことの全記録は固定ポスト。無料で見れます👌,1679,3182,10641,2023/06/09 13:19,
